entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
Metrobus Norte;Metrobus Norte: Centro de Transbordo Pací­fico;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;se ejecutaron paradores linderos a los carriles exclusivos para buses, que funcionan como punto de transbordo de pasajeros. está ubicado sobre la av. santa fe entre las calles carranza y thames, con una extensión de 1,1 km, 22 lí­neas de colectivos con 375 servicios promedio por hora y cuenta con 11 paradores, mejorando la experiencia de viaje de más de 120 mil personas todos los dí­as.;71823848.00;14;palermo;santa fe av. y justo, juan b. av.;2016-08-24;2016-11-24;3;100;Construcciones Ingevial S.A.;2016;Licitación Pública;447-SIGAF/16;30650833380;66;12-403-925- MGEYA-DGTMBR-2016;Mixto / Nación / Préstamo BIRF 8706-AR
Pasos Bajo Nivel;Paso bajo nivel Balbí­n;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel de av. balbí­n se extiende entre estomba y av. goyeneche, pasando por debajo las ví­as del ferrocarril mitre ramal mitre, a 300 metros de la estación l. m. saavedra del tren. su túnel es doble mano, cuenta con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros que lo hace apto para tránsito liviano y transporte de pasajeros.;119960000.00;12;saavedra;balbin, ricardo, dr. av. y plaza;2016-06-12;2018-08-02;26;100;Eleprint - Construmex Ute;2014;Licitación Pública;2013-01-0016-00;30714433896;130;2013-01-0016-00;Mixto Nación / Préstamo BID AR-L1260
Centro De Exposiciones Y Convenciones;Centro de Exposiciones y Convenciones: Ampliación red de agua y cloacas;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;dentro de las obras complementarias al centro de exposiciones y convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagí¼es cloacales en el predio donde se ubica.;8897525.00;2;recoleta;figueroa alcorta, pres. av. 2051;2016-10-14;2017-01-14;3;100;CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.;2016;Licitación Pública;482-SIGAF/2016;30710393881;17;16374108-DGOIYA-2016;GCBA
Pasos Bajo Nivel;Paso bajo nivel Nazca;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel de av. nazca se extiende entre pedro lozano y marcos sastre, pasando por debajo las ví­as del ferrocarril san martí­n, a 300 metros de la estación villa del parque del tren. su túnel fue hecho doble mano, contó con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para tránsito liviano, pesado y transporte público de pasajeros.;174350000.00;11;villa del parque;nazca av. y melincue;2016-12-12;2018-11-15;23;100;DYCASA SA - FONTANA NICASTRO SAC - UTE;2016;Licitación Pública;2016-01-0004-00;30711029245;120;2016-01-0004-00;Mixto / Nación / GCBA
Conservatorios e institutos artí­sticos;Conservatorio Manuel De Falla;Finalizada;Escuelas;Secretarí­a de Transporte y Obras Públicas;la obra del conservatorio manuel de falla constó de la readecuacion de las instalaciones, la puesta en valor y la reparación de la cubierta. fue iniciada originalmente por el ministerio de cultura y transferida posteriormente al ministerio de desarrollo urbano y transporte.;8755881.00;5;almagro;gallo 238;2016-10-03;2018-01-20;15;100;Sunil S.A.;2016;Licitación Pública;3028-SIGAF-2012;30516354247;7;3028-SIGAF-2012;GCBA / FoDUS
Metrobus del Bajo;Metrobus Del Bajo: Aceras - Etapa I;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;se realizó la ejecución y reconstrucción de las aceras, vados y superficies destinadas a ví­a pública de uso peatonal que integran la traza del corredor metrobus del bajo (etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la ciudad autónoma de buenos aires.;40185440.00;1;montserrat;yrigoyen, hipolito av. y paseo colon av.;2016-11-03;2017-06-06;7;100;Miavasa S.A;2017;Licitación Pública;124/SIGAF/2017;30677303863;54;EX-2016- 23-454-011í¢Â€Â“MGEYA-DGTMBR;Nación / Fuente 11
Metrobus del Bajo;Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;la obra garantizó la separación fí­sica de la obra de pavimentación y los paradores del corredor metrobus del bajo, de los carriles transitables y minimizar así­ el riesgo de siniestros en la ví­a pública. el objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.;4756449.00;1;montserrat;yrigoyen, hipolito av. y paseo colon av.;2017-02-01;2017-07-31;5;100;Construcciones Ingevial S.A.;2017;Licitación Privada de Obra Menor;85-SIGAF/16;30650833380;48;23-464-219-DGTMBR-2016;GCBA / FoDUS
Pasos Bajo Nivel;Paso bajo nivel Av. San Martí­n;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel san martí­n posee una longitud de 370 metros que se extiende entre las calles pareja y asunción. cuenta con cuatro carriles, dos en cada sentido y su túnel presenta una altura de 5,10 metros, permitiendo la circulación de vehí­culos pesados, livianos y los colectivos del metrobus san martí­n.;111988844.00;11;villa devoto;san martin av. y pareja;2014-01-17;2016-10-21;33;100;Fontana Nicastro S.A.C. Martinez Y De La Fuente S.A. Ute;2013;Licitación Pública;2013-01-0005-00;33714340609;43;2013-01-0005-00;Nación
Pasos Bajo Nivel;Paso bajo nivel Constituyentes;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel constituyentes se extiende entre la av. mosconi y olazábal hasta la calle jose l. cabezón y cullen. el paso vehicular bajo las ví­as del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de tránsito de 5,10 metros, permitiendo la circulación de vehí­culos pesados y livianos.;119500000.00;12;villa pueyrredon;de los constituyentes av. 4950;2014-01-22;2016-04-29;27;100;Jose Chediack S.A.I.C.A.;2013;Licitación Pública;2013-01-0001-00;30502256005;55;2013-01-0001-00;Mixto Nación / Préstamo BID AR-L1260
Pasos Bajo Nivel;Paso bajo nivel Beiró;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel beiró tuvo como caracterí­stica particular la presencia de caños de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del club comunicaciones y la facultad de agronomí­a. a raí­z de ese desplazamiento se definió un espacio de unos 25 m de ancho y de 500 m de largo que se proyectó como área verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.;114299267.00;15;agronomí­a;beiro, francisco av. y gutenberg;2014-09-14;2017-06-19;33;100;Benito Roggio - Esuco (Ute);2014;Licitación Pública;2014-01-0003-00;30709479896;13;2014-01-0003-00;Mixto / Nación / Préstamo BIRF 8706-AR
Teatro Colón;Teatro Colón: Reparación de arco de embocadura;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizó la reparación y puesta en valor del arco de embocadura del teatro colón.;756353.00;1;san nicolás;cerrito 628;2015-01-15;2016-01-01;12;100;Rol Ingenieria S.A;2015;556/2010;;30578447659;68;;Nación / Fuente 14
Casa Trans;Casa Trans;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la obra consistió en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construcción de nuevos baños, un vestuario, una sala de espera, dos consultorios para atención psicológica, sala de extraccion de sangre para diagnóstico preventivo y las oficinas administrativas de la asociación de travestis, transexuales y transgéneros de la argentina.;3935114.00;3;san cristóbal;jujuy av. 1341;2017-02-08;2017-06-26;4;100;CONSTRUCTORA PREMART SRL;2016;Licitación Privada;79-SIGAF-2016;30709331031;16;79-SIGAF-2016;GCBA / FoDUS
Oficinas Públicas;Edificio Hipólito Yrigoyen y Edificio Finochietto: adecuación;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizó la readecuación y relocalización de los inmuebles finochietto e yrigoyen que albergan al instituto de la vivienda de la ciudad y la dirección general de registros de obras y catastros en el barrio de barracas, a la dirección general de administracion de infracciones en el barrio de balvanera, respectivamente.;59761171.00;3;balvanera;yrigoyen, hipolito 2346;2015-10-29;2016-08-31;10;100;Vidogar Construcciones S.A;2015;Licitación Pública;943-SIGAF--2015;30553433564;8;943-SIGAF--2015;Mixto / Nación / Préstamo BIRF 8706-AR
Sistema Pluvial La Boca  Barracas;Estación de Bombeo Nº5;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;el sistema pluvial boca-barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios más bajos de la ciudad (boca y barracas), fundamentalmente a raí­z del fenómeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la ciudad. la estación de bombeo 5 en la etapa final de ejecución del sistema contó con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagí¼e, limpiarrejas, dos estaciones transformadoras de alta tensión, y un sistema de colectores pluviales.;145125053.00;4;barracas;regimiento de patricios av. y brandsen;2013-08-01;2017-06-15;46;100;Mercovial -Sabavisa UTE;2013;;;30687237346;24;;Nación
Teatro Colón;Teatro Colón: Instituto Superior de Arte - Adecuación del edificio Corrientes 1681;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizó la puesta en valor del instituto superior de arte del teatro colón.;15203243.00;1;san nicolás;corrientes av. 1681;2016-12-29;2017-05-30;5;100;INGECONS S.A.;2016;Licitación Pública; 875-SIGAF-2016;30683399333;17; 875-SIGAF-2016;Nación / Fuente 11
Área Ambiental Central;Área Ambiental Central: Calle Peru I;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;"el proyecto incluyó el tramo entre av. belgrano y av. roca, y consistió en la unificación de los niveles de acera, calzada y la preservación del cordón de granito existente. se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagí¼e pluvial, se incorporó equipamiento urbano y se rediseño el alumbrado público.";2462636.00;1;montserrat;belgrano av. y roca, julio a., presidente diagonal sur av.;2016-03-21;2016-07-18;4;100;Naku Construcciones S.R.L;2016;Licitación Privada de Obra Menor;17/2015;30575292174;8;17-2015;Mixto Nación / Préstamo BID AR-L1260
Área Ambiental Central;Área Ambiental Central: Calle Peru II;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;la obra se extendió sobre la calle perú desde av. belgrano hasta av. independencia. se implementó la nivelación de cruces peatonales en ambos sentidos mejorando la accesibilidad y el tránsito peatonal. además, se contempló la renovación de luminarias y equipamiento urbano.;9133269.00;1;montserrat;peru y mexico;2016-08-16;2016-12-29;4;100;Instalectro S.A.;2016;Licitación Pública;361-SIGAF-2016;33661628729;11;361-SIGAF-2016;Nación
Donado Holmberg;Centro de Gestión y Participación - Comuna 12;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la nueva sede de la comuna 12, ubicada en la calle holmberg en villa urquiza, es la sede de la zona que integra a los barrios de coghlan, saavedra, villa urquiza y villa pueyrredón. el edificio tiene tres pisos y permite realizar trámites de manera más cómoda y rápida. opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesorerí­a, mediación comunitaria e intermediación laboral.;36725502.00;12;villa urquiza;holmberg 2548;2013-10-28;2017-04-17;42;100;Conorvial S.A;2013;Licitación Pública;2590/2012;33504596309;65;1956273-2012;Mixto / Nación / GCBA
Acumar;Camino De Sirga III;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;el proyecto contempla la recuperación de la tenencia de los predios linderos al riachuelo, la limpieza y adecuación de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. el camino se ejecuta en granitullo sobre losa de hormigón, excepto donde existe previamente un pavimento en buen estado de conservación que ameritó su conservación.;94995724.00;4;barracas;zavaleta e iriarte, gral. av.;2017-08-10;2021-01-29;34;100;Urbaser Argentina S.A - Ceob Sa Ute;2017;Licitación Pública;671- SIGAF/17;30714682489;20;4440817-DGOINFU-2017;Mixto / CAF / Nación / GCBA
Área Ambiental Central;Área Ambiental Central: Calle Tacuarí­;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;el proyecto constó de la nivelación de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliación de ambas veredas en forma asimétrica. incluyó el tramo que va desde av. de mayo a av. belgrano.;19981404.00;1;montserrat;tacuari y alsina, adolfo;2016-10-13;2017-08-15;10;100;Dal Construcciones S.A;2016;Licitación Pública;423-SIGAF/16;30604370171;28;423-SIGAF-16;Mixto / Nación / GCBA
Teatro San Martí­n;Teatro San Martí­n: Renovación de Instalaciones y Tecnologí­a.;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizó la recuperación y adecuación tecnológica de los ámbitos principales del teatro y sus áreas complementarias y de servicios, incluyendo las salas martí­n coronado, casacuberta y lugones, los halls, camarines, núcleos sanitarios, circulaciones verticales y horizontales y demás sectores de apoyo.;160977932.00;1;san nicolás;corrientes av. 1530;2014-08-25;2018-02-28;42;100;Bricons S.A.I.C.F.I. - Grupo Farallon S.A. (Ute);2014;Licitación Pública;254-SIGAF-14;30714527351;250;254-SIGAF-14;Nación / Fuente 14
Comisarí­as;Comisarí­a vecinal 1-E;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;el proyecto contempló la construcción de un edificio en planta baja con tecnologí­a modular y construcción en seco, además, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisarí­a. asimismo, se promovió la recuperación funcional y social de un predio urbano sin uso actual en un sitio estratégico mejorando las condiciones de seguridad en el área.;1276501.00;4;la boca;don pedro de mendoza av. y gualeguay;2016-01-11;2017-02-28;13;100;Ecosan S.A;2016;Licitación Pública;874-SIGAF/16;30707696849;70;874-SIGAF-16;Mixto / Nación / Préstamo BIRF 8706-AR
Oficinas Públicas;Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policí­a Cientí­fica;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la obra a ejecutar contempló la construcción de un edificio en dos plantas junto a la recuperación y puesta en función del entorno del predio a través de un tratamiento paisají­stico, calles perimetrales y peatonales. la edificación se realizó en sistema estructural modular conformado por piezas de hormigón armado prefabricado, tabiquerí­a en seco y carpinterí­a de aluminio de alta prestación e instalaciones de alta complejidad.;62590455.00;4;parque patricios;mirave y luna;2016-12-30;2017-09-30;9;100;Ecosan S.A;2016;Licitación Pública;1074-SIGAF/16;30707696849;80;1074-SIGAF-16;GCBA / FoDUS
