tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Transporte,Paso bajo nivel Balbí­n,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el paso bajo nivel de av. balbí­n se extiende entre estomba y av. goyeneche, pasando por debajo las ví­as del ferrocarril mitre ramal mitre, a 300 metros de la estación l. m. saavedra del tren. su túnel es doble mano, cuenta con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros que lo hace apto para tránsito liviano y transporte de pasajeros.",119960000.0,saavedra,12,"balbin, ricardo, dr. av. y plaza",2016-06-12,2018-08-02,26,100.0,Eleprint - Construmex Ute,30714433896,2014,Licitación Pública,2013-01-0016-00,130,indeterminado,indeterminado
Arquitectura,Centro de Exposiciones y Convenciones: Ampliación red de agua y cloacas,Finalizada,Secretarí­a de Transporte y Obras Públicas,"dentro de las obras complementarias al centro de exposiciones y convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagí¼es cloacales en el predio donde se ubica.",8897525.0,recoleta,2,"figueroa alcorta, pres. av. 2051",2016-10-14,2017-01-14,3,100.0,"CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.",30710393881,2016,Licitación Pública,482-SIGAF/2016,indeterminado,16374108-dgoiya-2016,indeterminado
Transporte,Paso bajo nivel Nazca,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el paso bajo nivel de av. nazca se extiende entre pedro lozano y marcos sastre, pasando por debajo las ví­as del ferrocarril san martí­n, a 300 metros de la estación villa del parque del tren. su túnel fue hecho doble mano, contó con cuatro carriles de circulación, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para tránsito liviano, pesado y transporte público de pasajeros.",174350000.0,villa del parque,11,nazca av. y melincue,2016-12-12,2018-11-15,23,100.0,DYCASA SA - FONTANA NICASTRO SAC - UTE,30711029245,2016,Licitación Pública,2016-01-0004-00,120,indeterminado,indeterminado
Escuelas,Conservatorio Manuel De Falla,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra del conservatorio manuel de falla constó de la readecuacion de las instalaciones, la puesta en valor y la reparación de la cubierta. fue iniciada originalmente por el ministerio de cultura y transferida posteriormente al ministerio de desarrollo urbano y transporte.",8755881.0,almagro,5,gallo 238,2016-10-03,2018-01-20,15,100.0,Sunil S.A.,30516354247,2016,Licitación Pública,3028-SIGAF-2012,7,indeterminado,indeterminado
Transporte,Metrobus Del Bajo: Aceras - Etapa I,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se realizó la ejecución y reconstrucción de las aceras, vados y superficies destinadas a ví­a pública de uso peatonal que integran la traza del corredor metrobus del bajo (etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la ciudad autónoma de buenos aires.",40185440.0,montserrat,1,"yrigoyen, hipolito av. y paseo colon av.",2016-11-03,2017-06-06,7,100.0,Miavasa S.A,30677303863,2017,Licitación Pública,124/SIGAF/2017,indeterminado,ex-2016- 23.454.011í¢ââmgeya-dgtmbr,indeterminado
Transporte,Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra garantizó la separación fí­sica de la obra de pavimentación y los paradores del corredor metrobus del bajo, de los carriles transitables y minimizar así­ el riesgo de siniestros en la ví­a pública. el objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.",4756449.0,montserrat,1,"yrigoyen, hipolito av. y paseo colon av.",2017-02-01,2017-07-31,5,100.0,Construcciones Ingevial S.A.,30650833380,2017,Licitación Privada de Obra Menor,85-SIGAF/16,indeterminado,23.464.219-dgtmbr-2016,indeterminado
Transporte,Paso bajo nivel Av. San Martí­n,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el paso bajo nivel san martí­n posee una longitud de 370 metros que se extiende entre las calles pareja y asunción. cuenta con cuatro carriles, dos en cada sentido y su túnel presenta una altura de 5,10 metros, permitiendo la circulación de vehí­culos pesados, livianos y los colectivos del metrobus san martí­n.",111988844.0,villa devoto,11,san martin av. y pareja,2014-01-17,2016-10-21,33,100.0,Fontana Nicastro S.A.C. Martinez Y De La Fuente S.A. Ute,33714340609,2013,Licitación Pública,2013-01-0005-00,indeterminado,indeterminado,indeterminado
Transporte,Paso bajo nivel Constituyentes,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el paso bajo nivel constituyentes se extiende entre la av. mosconi y olazábal hasta la calle jose l. cabezón y cullen. el paso vehicular bajo las ví­as del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de tránsito de 5,10 metros, permitiendo la circulación de vehí­culos pesados y livianos.",119500000.0,villa pueyrredon,12,de los constituyentes av. 4950,2014-01-22,2016-04-29,27,100.0,Jose Chediack S.A.I.C.A.,30502256005,2013,Licitación Pública,2013-01-0001-00,indeterminado,indeterminado,indeterminado
Transporte,Paso bajo nivel Beiró,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el paso bajo nivel beiró tuvo como caracterí­stica particular la presencia de caños de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del club comunicaciones y la facultad de agronomí­a. a raí­z de ese desplazamiento se definió un espacio de unos 25 m de ancho y de 500 m de largo que se proyectó como área verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.",114299267.0,agronomí­a,15,"beiro, francisco av. y gutenberg",2014-09-14,2017-06-19,33,100.0,Benito Roggio - Esuco (Ute),30709479896,2014,Licitación Pública,2014-01-0003-00,indeterminado,indeterminado,indeterminado
Arquitectura,Teatro Colón: Reparación de arco de embocadura,Finalizada,Secretarí­a de Transporte y Obras Públicas,se realizó la reparación y puesta en valor del arco de embocadura del teatro colón.,756353.0,san nicolás,1,cerrito 628,2015-01-15,2016-01-01,12,100.0,Rol Ingenieria S.A,30578447659,2015,556/2010,,indeterminado,indeterminado,indeterminado
Arquitectura,Casa Trans,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra consistió en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construcción de nuevos baños, un vestuario, una sala de espera, dos consultorios para atención psicológica, sala de extraccion de sangre para diagnóstico preventivo y las oficinas administrativas de la asociación de travestis, transexuales y transgéneros de la argentina.",3935114.0,san cristóbal,3,jujuy av. 1341,2017-02-08,2017-06-26,4,100.0,CONSTRUCTORA PREMART SRL,30709331031,2016,Licitación Privada,79-SIGAF-2016,16,indeterminado,indeterminado
Arquitectura,Edificio Hipólito Yrigoyen y Edificio Finochietto: adecuación,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se realizó la readecuación y relocalización de los inmuebles finochietto e yrigoyen que albergan al instituto de la vivienda de la ciudad y la dirección general de registros de obras y catastros en el barrio de barracas, a la dirección general de administracion de infracciones en el barrio de balvanera, respectivamente.",59761171.0,balvanera,3,"yrigoyen, hipolito 2346",2015-10-29,2016-08-31,10,100.0,Vidogar Construcciones S.A,30553433564,2015,Licitación Pública,943-SIGAF--2015,8,indeterminado,indeterminado
Hidráulica e Infraestructura,Estación de Bombeo Nº5,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el sistema pluvial boca-barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios más bajos de la ciudad (boca y barracas), fundamentalmente a raí­z del fenómeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la ciudad. la estación de bombeo 5 en la etapa final de ejecución del sistema contó con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagí¼e, limpiarrejas, dos estaciones transformadoras de alta tensión, y un sistema de colectores pluviales.",145125053.0,barracas,4,regimiento de patricios av. y brandsen,2013-08-01,2017-06-15,46,100.0,Mercovial -Sabavisa UTE,30687237346,2013,nan,,24,indeterminado,indeterminado
Arquitectura,Teatro Colón: Instituto Superior de Arte - Adecuación del edificio Corrientes 1681,Finalizada,Secretarí­a de Transporte y Obras Públicas,se realizó la puesta en valor del instituto superior de arte del teatro colón.,15203243.0,san nicolás,1,corrientes av. 1681,2016-12-29,2017-05-30,5,100.0,INGECONS S.A.,30683399333,2016,Licitación Pública, 875-SIGAF-2016,17,indeterminado,indeterminado
Espacio Público,Área Ambiental Central: Calle Peru I,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el proyecto incluyó el tramo entre av. belgrano y av. roca, y consistió en la unificación de los niveles de acera, calzada y la preservación del cordón de granito existente. se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagí¼e pluvial, se incorporó equipamiento urbano y se rediseño el alumbrado público.",2462636.0,montserrat,1,"belgrano av. y roca, julio a., presidente diagonal sur av.",2016-03-21,2016-07-18,4,100.0,Naku Construcciones S.R.L,30575292174,2016,Licitación Privada de Obra Menor,17/2015,8,indeterminado,indeterminado
Espacio Público,Área Ambiental Central: Calle Peru II,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra se extendió sobre la calle perú desde av. belgrano hasta av. independencia. se implementó la nivelación de cruces peatonales en ambos sentidos mejorando la accesibilidad y el tránsito peatonal. además, se contempló la renovación de luminarias y equipamiento urbano.",9133269.0,montserrat,1,peru y mexico,2016-08-16,2016-12-29,4,100.0,Instalectro S.A.,33661628729,2016,Licitación Pública,361-SIGAF-2016,11,indeterminado,indeterminado
Arquitectura,Centro de Gestión y Participación - Comuna 12,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la nueva sede de la comuna 12, ubicada en la calle holmberg en villa urquiza, es la sede de la zona que integra a los barrios de coghlan, saavedra, villa urquiza y villa pueyrredón. el edificio tiene tres pisos y permite realizar trámites de manera más cómoda y rápida. opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesorerí­a, mediación comunitaria e intermediación laboral.",36725502.0,villa urquiza,12,holmberg 2548,2013-10-28,2017-04-17,42,100.0,Conorvial S.A,33504596309,2013,Licitación Pública,2590/2012,65,1956273/2012,indeterminado
Hidráulica e Infraestructura,Camino De Sirga III,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el proyecto contempla la recuperación de la tenencia de los predios linderos al riachuelo, la limpieza y adecuación de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. el camino se ejecuta en granitullo sobre losa de hormigón, excepto donde existe previamente un pavimento en buen estado de conservación que ameritó su conservación.",94995724.0,barracas,4,"zavaleta e iriarte, gral. av.",2017-08-10,2021-01-29,34,100.0,Urbaser Argentina S.A - Ceob Sa Ute,30714682489,2017,Licitación Pública,671- SIGAF/17,indeterminado,4440817-dgoinfu-2017,indeterminado
Espacio Público,Área Ambiental Central: Calle Tacuarí­,Finalizada,Secretarí­a de Transporte y Obras Públicas,el proyecto constó de la nivelación de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliación de ambas veredas en forma asimétrica. incluyó el tramo que va desde av. de mayo a av. belgrano.,19981404.0,montserrat,1,"tacuari y alsina, adolfo",2016-10-13,2017-08-15,10,100.0,Dal Construcciones S.A,30604370171,2016,Licitación Pública,423-SIGAF/16,28,indeterminado,indeterminado
Arquitectura,Teatro San Martí­n: Renovación de Instalaciones y Tecnologí­a.,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se realizó la recuperación y adecuación tecnológica de los ámbitos principales del teatro y sus áreas complementarias y de servicios, incluyendo las salas martí­n coronado, casacuberta y lugones, los halls, camarines, núcleos sanitarios, circulaciones verticales y horizontales y demás sectores de apoyo.",160977932.0,san nicolás,1,corrientes av. 1530,2014-08-25,2018-02-28,42,100.0,Bricons S.A.I.C.F.I. - Grupo Farallon S.A. (Ute),30714527351,2014,Licitación Pública,254-SIGAF-14,250,indeterminado,indeterminado
Arquitectura,Comisarí­a vecinal 1-E,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el proyecto contempló la construcción de un edificio en planta baja con tecnologí­a modular y construcción en seco, además, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisarí­a. asimismo, se promovió la recuperación funcional y social de un predio urbano sin uso actual en un sitio estratégico mejorando las condiciones de seguridad en el área.",1276501.0,la boca,4,don pedro de mendoza av. y gualeguay,2016-01-11,2017-02-28,13,100.0,Ecosan S.A,30707696849,2016,Licitación Pública,874-SIGAF/16,indeterminado,indeterminado,indeterminado
Arquitectura,Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policí­a Cientí­fica,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra a ejecutar contempló la construcción de un edificio en dos plantas junto a la recuperación y puesta en función del entorno del predio a través de un tratamiento paisají­stico, calles perimetrales y peatonales. la edificación se realizó en sistema estructural modular conformado por piezas de hormigón armado prefabricado, tabiquerí­a en seco y carpinterí­a de aluminio de alta prestación e instalaciones de alta complejidad.",62590455.0,parque patricios,4,mirave y luna,2016-12-30,2017-09-30,9,100.0,Ecosan S.A,30707696849,2016,Licitación Pública,1074-SIGAF/16,80,indeterminado,indeterminado
Arquitectura,Teatro Colón: Plano corta fuego,Finalizada,Secretarí­a de Transporte y Obras Públicas,se realizaron obras complementarias a la puesta en valor del teatro colón.,6353999.0,san nicolás,1,cerrito 628,2017-02-07,2018-10-02,20,100.0,Rol Ingenieria S.A,30578447659,2016,Licitación Pública,1126/SIGAF/2016,5,indeterminado,indeterminado
Arquitectura,Teatro Colón: Completamiento del 4° Piso,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se realizó el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del teatro colón.",17176125.0,san nicolás,1,cerrito 628,2017-02-07,2017-11-30,9,100.0,Rol Ingenieria S.A,30578447659,2016,Licitación Pública,1123-SIGAF-2016,8,indeterminado,indeterminado
